type,format,identifier,references,title,description,source,audience,created,creator,contributor,publisher,license,rightsHolder
472944087,StillImage,image/jpeg,https://ibss-images.calacademy.org/static/ichthyology/originals/4a/16/4a16b878-66bf-4ce1-a0c7-dcf59b0b90c5.jpg,,64718-p,photograph of CAS-ICH 64718,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,
472944086,StillImage,image/jpeg,https://ibss-images.calacademy.org/static/ichthyology/originals/23/c4/23c4c936-330c-4bb3-9e5b-4de7d008c79a.jpg,,64716-p,photograph of CAS-ICH 64716,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,
472943359,StillImage,image/jpeg,https://ibss-images.calacademy.org/static/ichthyology/originals/31/59/3159e384-1adc-4313-ae5d-4ae041f1b6ad.jpg,,64649-r,radiograph of CAS-ICH 64649,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,
472943359,StillImage,image/jpeg,https://ibss-images.calacademy.org/static/ichthyology/originals/bf/4f/bf4fa9cd-8f95-4a3e-8d71-3594ead63e12.jpg,,64649-p,photograph of CAS-ICH 64649,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,
4522907455,StillImage,image/jpeg,https://open.library.ubc.ca/img/thumbnails/cdm/fisheries/500/1.0201577.jpg,,,,,,,,,,,
4522905481,StillImage,image/jpeg,https://open.library.ubc.ca/img/thumbnails/cdm/fisheries/500/1.0201630.jpg,,,,,,,,,,,
4522905270,StillImage,image/jpeg,https://open.library.ubc.ca/img/thumbnails/cdm/fisheries/500/1.0201572.jpg,,,,,,,,,,,
4522893740,StillImage,image/jpeg,https://open.library.ubc.ca/img/thumbnails/cdm/fisheries/500/1.0201630.jpg,,,,,,,,,,,
4522891389,StillImage,image/jpeg,https://open.library.ubc.ca/img/thumbnails/cdm/fisheries/500/1.0201566.jpg,,,,,,,,,,,
4522883537,StillImage,image/jpeg,https://open.library.ubc.ca/img/thumbnails/cdm/fisheries/500/1.0201605.jpg,,,,,,,,,,,
4522875006,StillImage,image/jpeg,https://open.library.ubc.ca/img/thumbnails/cdm/fisheries/500/1.0201626.jpg,,,,,,,,,,,
3915480354,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/65538490/original.jpeg,https://www.inaturalist.org/photos/65538490,,,,,2009-12-31T01:05:59Z,jorgebrito,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,jorgebrito
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796942/original.jpeg,https://www.inaturalist.org/photos/220796942,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796817/original.jpeg,https://www.inaturalist.org/photos/220796817,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796914/original.jpeg,https://www.inaturalist.org/photos/220796914,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220797128/original.jpeg,https://www.inaturalist.org/photos/220797128,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796990/original.jpeg,https://www.inaturalist.org/photos/220796990,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796964/original.jpeg,https://www.inaturalist.org/photos/220796964,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220797155/original.jpeg,https://www.inaturalist.org/photos/220797155,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796843/original.jpeg,https://www.inaturalist.org/photos/220796843,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220797045/original.jpeg,https://www.inaturalist.org/photos/220797045,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796790/original.jpeg,https://www.inaturalist.org/photos/220796790,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220797018/original.jpeg,https://www.inaturalist.org/photos/220797018,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220797099/original.jpeg,https://www.inaturalist.org/photos/220797099,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796884/original.jpeg,https://www.inaturalist.org/photos/220796884,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220797070/original.jpeg,https://www.inaturalist.org/photos/220797070,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3915451611,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/220796859/original.jpeg,https://www.inaturalist.org/photos/220796859,,,,,2022-07-07T15:23:00Z,©Yuleidy E. Castro L.,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,©Yuleidy E. Castro L.
3426466540,StillImage,image/jpeg,https://ibss-images.calacademy.org/static/ichthyology/originals/14/d8/14d81c83-483a-459a-9b58-b6c87c033bc0.jpg,,124796-r,radiograph of CAS-SU 24796,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,
3426466540,StillImage,image/jpeg,https://ibss-images.calacademy.org/static/ichthyology/originals/95/0f/950fabe5-70c5-4073-855a-b59b5efb0e8e.jpg,,124796-p,photograph of CAS-SU 24796,,,,,,,http://creativecommons.org/publicdomain/zero/1.0/,
3097017916,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/121438578/original.jpg,https://www.inaturalist.org/photos/121438578,,,,,2021-04-17T15:13:28Z,domeacosta_,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,domeacosta_
3097017916,StillImage,image/jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/121438629/original.jpg,https://www.inaturalist.org/photos/121438629,,,,,2021-04-17T15:13:28Z,domeacosta_,,iNaturalist,http://creativecommons.org/licenses/by-nc/4.0/,domeacosta_
1981059123,StillImage,image/jpeg,https://images.collections.yale.edu/iiif/2/ypm:da8c12fd-b97d-464a-9ee8-ede13f222ca1/full/full/0/default.jpg,,Astroblepus cyclopus (YPM ICH 008943). Digital Image: Yale Peabody Museum; photo by Adriana D. Rubinstein 2011,,,,,Adriana D. Rubinstein,,,http://creativecommons.org/publicdomain/zero/1.0/,
1322645911,StillImage,image/jpeg,https://collections.nmnh.si.edu/media/?i=7007289&h=440,,Astroblepus pholeter P03391 illustration,,,,,"Carrington, Mildred H.",,"Smithsonian Institution, NMNH, Fishes",Usage Conditions Apply,
1322645911,StillImage,image/jpeg,https://collections.nmnh.si.edu/media/?i=7007288&h=406,,Astroblepus pholeter P01329 illustration,,,,,"Carrington, Mildred H.",,"Smithsonian Institution, NMNH, Fishes",Usage Conditions Apply,
1265762655,StillImage,image/jpeg,http://pictures.snsb.info/ZSMpiscescoll/web/ZSM-PIS-0078/ZSM-PIS-007856_20470207_115904.jpg,,,,,,,,,,http://creativecommons.org/licenses/by-sa/3.0/,
1265762655,StillImage,image/jpeg,http://pictures.snsb.info/ZSMpiscescoll/web/ZSM-PIS-0078/ZSM-PIS-007856_20470207_115801.jpg,,,,,,,,,,http://creativecommons.org/licenses/by-sa/3.0/,
1265762655,StillImage,image/jpeg,http://pictures.snsb.info/ZSMpiscescoll/web/ZSM-PIS-0078/ZSM-PIS-007856_20470207_115358.jpg,,,,,,,,,,http://creativecommons.org/licenses/by-sa/3.0/,
1265762655,StillImage,image/jpeg,http://pictures.snsb.info/ZSMpiscescoll/web/ZSM-PIS-0078/ZSM-PIS-007856_20470207_120028.jpg,,,,,,,,,,http://creativecommons.org/licenses/by-sa/3.0/,
1057621250,StillImage,image/jpeg,https://data.nhm.ac.uk/media/98fc7588-3cf3-41a3-ac30-847815969439,,Zoology Accessions Register: Fishes: 1912 - 1936: page 325,,,,2003-08-20T10:50:38Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057621230,StillImage,image/jpeg,https://data.nhm.ac.uk/media/98fc7588-3cf3-41a3-ac30-847815969439,,Zoology Accessions Register: Fishes: 1912 - 1936: page 325,,,,2003-08-20T10:50:38Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057599449,StillImage,image/jpeg,https://data.nhm.ac.uk/media/20d25d6b-98a5-45ce-a02e-d3ff3cdfb610,,1898.11.4.22; Arges chotae; type; ACSI Project image,,,,2011-03-31T15:44:39Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057599449,StillImage,image/jpeg,https://data.nhm.ac.uk/media/18ad38ea-39c1-4a0f-b36a-e226c9e98345,,1898.11.4.22; Arges chotae; image of jar label; ACSI project image,,,,2011-04-14T09:42:34Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057599449,StillImage,image/jpeg,https://data.nhm.ac.uk/media/1732db3c-b427-40a3-90bd-b9b19537b0ef,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 214,,,,2003-08-20T10:48:04Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057500344,StillImage,image/jpeg,https://data.nhm.ac.uk/media/1732db3c-b427-40a3-90bd-b9b19537b0ef,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 214,,,,2003-08-20T10:48:04Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057492057,StillImage,image/jpeg,https://data.nhm.ac.uk/media/91fdfd91-f493-4692-9bf3-3de0d355fd16,,Zoology Accessions Register: Reptiles & Fishes: 1904 - 1925: page 231,,,,2003-08-20T10:47:18Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057492057,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4f89ab8a-969a-4975-a5ec-aa1da3e91003,,Zoology Accessions Register: Reptiles & Fishes: 1904 - 1925: page 230,,,,2003-08-20T10:47:18Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057455804,StillImage,image/jpeg,https://data.nhm.ac.uk/media/846625e4-7f78-4933-9ff0-6a28e9cacbad,,Zoology Accessions Register: Fishes: 1986 - 1994: page 18,,,,2003-08-20T10:49:28Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057441681,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/a04c5714-95e6-4fc7-b8c2-64e84db0cfba,,1880.2.26.18-25df; Stygogenes guentheri; lateral view; ACSI Project image,,,,2011-04-07T16:10:17Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/0fe4b924-112c-41f6-ac34-4635e47a1c0d,,1880.2.26.18-25dg; Stygogenes guentheri; dorsal view; ACSI Project image,,,,2011-04-07T16:10:32Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/052a2e79-4eae-40c5-bfaa-bcfebd2a59d9,,1880.2.26.18-25dg; Stygogenes guentheri; ventral view; ACSI Project image,,,,2011-04-07T16:10:47Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/f5a7e0ee-17d4-47a9-b5d8-367f52a29270,,1880.2.26.18-25d; Stygogenes guentheri; lateral view; ACSI Project image,,,,2011-04-07T16:11:24Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/556f5bbe-2333-4b9e-932f-b4198428efd1,,1880.2.26.18-25b; Stygogenes guentheri; type; ACSI Project image,,,,2011-03-31T15:27:54Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/312cce60-f0f9-4666-83cd-b6948611705c,,1880.2.26.18-25df; Stygogenes guentheri; dorsal view; ACSI Project image,,,,2011-04-07T16:10:10Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/0e1f726f-4c34-4d2e-b83a-f1031db5ab1e,,1880.2.26.18-25a; Stygogenes guentheri; ventral view; ACSI Project image,,,,2011-04-07T16:09:21Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/a3b31059-53ad-40df-9026-21fc9b795bdf,,1880.2.26.18-25c; Stygogenes guentheri; dorsal view; ACSI Project image,,,,2011-04-07T16:09:27Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/db236467-2b8d-4bc5-90cb-2f4486ef4344,,1880.2.26.18-25de; Stygogenes guentheri; ventral view; ACSI Project image,,,,2011-04-07T16:10:03Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/b1ed66e5-480d-43a3-b1e4-cff56ce7d226,,1880.2.26.18-25df; Stygogenes guentheri; ventral view; ACSI Project image,,,,2011-04-07T16:10:24Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/eed169be-72c6-4f99-9aa4-5795502b393c,,1880.2.26.18-25c; Stygogenes guentheri; ventral view; ACSI Project image,,,,2011-04-07T16:09:42Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/bae47a14-b773-45d6-91c9-669579837326,,1880.2.26.18-25d; Stygogenes guentheri; ventral view; ACSI Project image,,,,2011-04-07T16:11:31Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/15f3c4cb-2b5a-4331-a839-30891189b8b4,,1880.2.26.18-25dh; Stygogenes guentheri; lateral view; ACSI Project image,,,,2011-04-07T16:11:01Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/0272bc28-fe37-48bd-a4a8-01b81b3789bf,,1880.2.26.18-25c; Stygogenes guentheri; lateral view; ACSI Project image,,,,2011-04-07T16:09:35Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/8bbe9ef8-e924-41f3-af7d-bf111594fbbc,,1880.2.26.18-25a; Stygogenes guentheri; lateral view; ACSI Project image,,,,2011-04-07T16:09:14Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/81a8021d-c3e6-4ce2-b28f-c3b75c83b423,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 53,,,,2003-08-20T10:48:28Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/b2b8bb96-9787-4db4-89a5-c8399e3a41b6,,1880.2.26.18-25a; Stygogenes guentheri; dorsal view; ACSI Project image,,,,2011-04-07T16:09:06Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d2000f93-e37d-4333-8dcc-cd1dc6a88b86,,1880.2.26.18-25dg; Stygogenes guentheri; lateral view; ACSI Project image,,,,2011-04-07T16:10:39Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/bacc5eed-b0b1-4bda-84b8-d5d6a75d9b0e,,1880.2.26.18-25dh; Stygogenes guentheri; dorsal view; ACSI Project image,,,,2011-04-07T16:10:54Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/95933cda-ac4b-4eed-ba53-d0b5a9d54348,,1880.2.26.18-25de; Stygogenes guentheri; dorsal view; ACSI Project image,,,,2011-04-07T16:09:49Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/ccd77fe0-ff1a-4a42-a0e6-6d7f7325cb69,,1880.2.26.18-25d; Stygogenes guentheri; dorsal view; ACSI Project image,,,,2011-04-07T16:11:16Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/502a7af1-d9f0-4a02-be83-cc88f8059f49,,1880.2.26.18-25; Stygogenes guentheri; image of jar label; ACSI project image,,,,2011-04-14T09:33:24Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/9bce5b21-66e6-4800-bfc0-eceb37d8da84,,1880.2.26.18-25de; Stygogenes guentheri; lateral view; ACSI Project image,,,,2011-04-07T16:09:56Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057384090,StillImage,image/jpeg,https://data.nhm.ac.uk/media/3bd7ae27-ee02-4e60-95c0-4a45e99d81dc,,1880.2.26.18-25dh; Stygogenes guentheri; ventral view; ACSI Project image,,,,2011-04-07T16:11:08Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057369712,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d70af1b1-66ca-4031-b8fa-3770eb4e669c,,1889.2.1.4397; Arges fissidens; dorsal view; ACSI Project image,,,,2011-04-07T16:13:34Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057369712,StillImage,image/jpeg,https://data.nhm.ac.uk/media/688b0a83-eaf3-499a-ba62-48aaf7b9ca64,,1889.2.1.4397; Arges fissidens; ventral view; ACSI Project image,,,,2011-04-07T16:13:52Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057369712,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d98cffbe-cbea-4b18-8c5f-e4a2a1856e29,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 299,,,,2003-08-20T10:48:46Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057369712,StillImage,image/jpeg,https://data.nhm.ac.uk/media/3ef69c2f-fdf0-4074-91f8-27616dacbf6c,,1889.2.1.4397; Arges fissidens; lateral view; ACSI Project image,,,,2011-04-07T16:13:45Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057369672,StillImage,image/jpeg,https://data.nhm.ac.uk/media/d98cffbe-cbea-4b18-8c5f-e4a2a1856e29,,Zoology Accessions Register: Reptiles & Fishes: 1878 - 1892: page 299,,,,2003-08-20T10:48:46Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057281780,StillImage,image/jpeg,https://data.nhm.ac.uk/media/c9537e11-a92a-4dad-a8d4-4517bbf3eef9,,Zoology Accessions Register: Fishes: 1912 - 1936: page 43,,,,2003-08-20T10:50:16Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057230973,StillImage,image/jpeg,https://data.nhm.ac.uk/media/f3bf21cd-249b-4929-95ec-db3a91aa07e6,,Zoology Accessions Register: Fishes: 1937 - 1960: page 6,,,,2003-08-20T10:49:58Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057209179,StillImage,image/jpeg,https://data.nhm.ac.uk/media/4f3693f5-b1dd-43a1-8c9a-30c5ed32c6ca,,Zoology Accessions Register: Fishes: 1961 - 1971: page 161,,,,2003-08-20T10:44:40Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057163193,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057158908,StillImage,image/jpeg,https://data.nhm.ac.uk/media/6feb354d-4add-427b-8f39-10f3ae1cd37c,,Zoology Accessions Register: Fishes: 1912 - 1936: page 60,,,,2003-08-20T10:50:17Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/0b8e71a0-1e60-468b-b976-040e0ffacd10,,1898.11.4.23-9b; Arges festae; lateral view; ACSI Project image,,,,2011-04-07T16:35:59Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/53cd78cb-487f-4f20-98ce-db1b556a52a5,,1898.11.4.23-9c; Arges festae; dorsal view; ACSI Project image,,,,2011-04-07T16:36:13Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/27d40ffb-94d6-4642-bf52-70fafa61b6ae,,1898.11.4.23-9a; Arges festae; ventral view; ACSI Project image,,,,2011-04-07T16:35:45Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/2c13c50d-e007-445c-b622-a1b9bcd69756,,1898.11.4.23-9d; Arges festae; ventral view; ACSI Project image,,,,2011-04-07T16:36:47Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/1732db3c-b427-40a3-90bd-b9b19537b0ef,,Zoology Accessions Register: Reptiles & Fishes: 1893 - 1903: page 214,,,,2003-08-20T10:48:04Z,,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/ce9c8ed2-2801-4e87-9491-6f7581a68717,,1898.11.4.23-9f; Arges festae; lateral view; ACSI Project image,,,,2011-04-07T16:37:21Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/cb6125ed-0ddd-4ea6-9b5e-ae76db6d1dd1,,1898.11.4.23-9d; Arges festae; dorsal view; ACSI Project image,,,,2011-04-07T16:36:33Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/a052ff93-bcf2-4740-b83c-2eaa0eb40545,,1898.11.4.23-9b; Arges festae; ventral view; ACSI Project image,,,,2011-04-07T16:36:06Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/bb4d4e81-4796-4301-b281-111f65b860cd,,1898.11.4.23-9c; Arges festae; lateral view; ACSI Project image,,,,2011-04-07T16:36:20Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/96bdd80c-6b07-41bd-843b-dd5159bd13e3,,1898.11.4.23-9e; Arges festae; lateral view; ACSI Project image,,,,2011-04-07T16:37:00Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/3b0d10be-daaa-4be5-a540-52de07424355,,1898.11.4.23-9; Arges festae; image of jar label; ACSI project image,,,,2011-04-14T09:42:40Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
1057121546,StillImage,image/jpeg,https://data.nhm.ac.uk/media/21f24db2-5323-459f-8478-c8e0a14a0433,,1898.11.4.23-9a; Arges festae; dorsal view; ACSI Project image,,,,2011-04-07T16:35:31Z,Mark Allen,,,http://creativecommons.org/licenses/by/4.0/,"The Trustees of the Natural History Museum, London"
